epoch,split,loss,accuracy,f1_macro
1,train,1.9854838963764816,0.0,0.0
1,val,1.2433454538213795,0.3930510314875136,0.2833991497062858,0.5231958762886598,0.3626943005181347,0.24770642201834864,0.0
2,train,1.232751107037957,0.0,0.0
2,val,1.2132143254937797,0.42996742671009774,0.3316398749505892,0.5024793388429752,0.39080459770114945,0.43327556325823224,0.0
3,train,1.2095833269517813,0.0,0.0
3,val,1.2119582973677536,0.46145494028230183,0.3514139243955429,0.5163636363636364,0.3653483992467043,0.523943661971831,0.0
4,train,1.179316892107921,0.0,0.0
4,val,1.203811394757238,0.4603691639522258,0.34248435705705615,0.5423728813559322,0.2974137931034483,0.5301507537688442,0.0
5,train,1.1714718724364666,0.0,0.0
5,val,1.1472272030238448,0.48968512486427795,0.3412133852229883,0.6155878467635403,0.2125340599455041,0.5367316341829086,0.0
6,train,1.1609587171184483,0.0,0.0
6,val,1.1526826743421883,0.496199782844734,0.35966646731874086,0.6203592814371257,0.33783783783783783,0.48046875,0.0
7,train,1.1487579786065798,0.0,0.0
7,val,1.1516219274751072,0.499457111834962,0.36032023420021597,0.6092896174863388,0.26987951807228916,0.562111801242236,0.0
8,train,1.1332795379766778,0.0,0.0
8,val,1.127637651459924,0.50814332247557,0.3716016750740535,0.6138279932546374,0.2831050228310502,0.5894736842105263,0.0
9,train,1.1194645353217623,0.0,0.0
9,val,1.122621593804195,0.505971769815418,0.37702252915919765,0.6052227342549923,0.3201663201663202,0.582701062215478,0.0
10,train,1.1117961531254783,0.0,0.0
10,val,1.1792966435695518,0.500542888165038,0.35691090219078836,0.5958254269449715,0.25,0.5818181818181818,0.0
11,train,1.1003467320506253,0.0,0.0
11,val,1.1137789816691959,0.5352877307274702,0.3857726509614328,0.6475037821482602,0.2892768079800499,0.6063100137174211,0.0
12,train,1.0969451447921013,0.0,0.0
12,val,1.1724030005520787,0.495114006514658,0.3544904026495657,0.578125,0.26424870466321243,0.5755879059350504,0.0
13,train,1.0746684292359139,0.0,0.0
13,val,1.1594236636983937,0.5298588490770901,0.3960879598172369,0.6308345120226309,0.379746835443038,0.5737704918032787,0.0
14,train,1.0717559065391769,0.0,0.0
14,val,1.0945096324230064,0.5548317046688382,0.4044816568073264,0.6646341463414634,0.32304038004750596,0.6302521008403361,0.0
15,train,1.0523602909116603,0.0,0.0
15,val,1.0928604294513833,0.5331161780673181,0.3803571282413454,0.6394984326018809,0.27154046997389036,0.6103896103896104,0.0
16,train,1.0466094119335287,0.0,0.0
16,val,1.090503308279761,0.5537459283387622,0.4137723713530894,0.6478405315614618,0.3803418803418803,0.6269070735090153,0.0
17,train,1.0393960827322148,0.0,0.0
17,val,1.0963548504073044,0.5656894679695983,0.4187926521709373,0.6638176638176638,0.37583892617449666,0.6355140186915887,0.0
18,train,1.032228216306487,0.0,0.0
18,val,1.0898632633274998,0.5580890336590663,0.4134911067643179,0.6538461538461539,0.3685393258426966,0.631578947368421,0.0
19,train,1.0305034985293204,0.0,0.0
19,val,1.0892049834646027,0.5602605863192183,0.41543528317717193,0.6582278481012658,0.36971046770601335,0.6338028169014085,0.0
20,train,1.0144734720685589,0.0,0.0
20,val,1.0875287405375778,0.5591748099891423,0.4147617702440755,0.658267716535433,0.3672566371681416,0.6335227272727273,0.0
